,promoter,gc,rep,pos,rates_w_mutation,rates_wo_mutation
22,mglBp,9,2,-61,202.12840427743382,214.21280898135248
23,mglBp,9,2,-60,206.6811385211037,205.89068559708952
24,mglBp,9,2,-59,216.88930813361415,211.40766766590733
25,mglBp,9,2,-58,245.63131870759338,256.21629366603224
26,mglBp,9,2,-57,342.559893540252,346.42352744685417
27,mglBp,9,2,-56,269.99278919386035,275.51579882286563
28,mglBp,9,2,-55,365.57480528091446,362.36931276963367
29,mglBp,9,2,-54,350.79150434652144,339.37629788183546
30,mglBp,9,2,-53,592.4000523740866,569.6303513439304
31,mglBp,9,2,-52,438.6537117626983,424.52374604127726
32,mglBp,9,2,-51,536.1812667698748,527.802580896022
33,mglBp,9,2,-50,472.57574950257344,458.22466991839093
34,mglBp,9,2,-49,550.6987255991667,532.9524027388583
35,mglBp,9,2,-48,345.9593911792086,317.4096769013929
36,mglBp,9,2,-47,356.1815375747433,334.6677455700173
37,mglBp,9,2,-46,360.600122207713,328.99305163683835
38,mglBp,9,2,-45,452.6570127220029,425.0680206181978
39,mglBp,9,2,-44,435.56728749843074,417.2984874004771
40,mglBp,9,2,-43,439.9333480943751,478.33752348213574
41,mglBp,9,2,-42,534.1724245106549,566.2512950303417
42,mglBp,9,2,-41,439.8335706785439,471.40119803610963
43,mglBp,9,2,-40,404.37598979798673,457.66937159753263
44,mglBp,9,2,-39,358.543902773521,408.9706517381941
45,mglBp,9,2,-38,252.45267143104732,250.01744922285522
46,mglBp,9,2,-37,218.57031452491717,231.49215813095915
47,mglBp,9,2,-36,229.02496752653101,246.69160375988105
48,mglBp,9,2,-35,231.39267345413796,241.1669941456083
49,mglBp,9,2,-34,539.5444897910751,487.0857945444175
50,mglBp,9,2,-33,1146.1405360249692,1139.107336773431
51,mglBp,9,2,-32,1025.2119914986058,1042.303716810982
52,mglBp,9,2,-31,1187.3261267470275,1198.2213439816514
53,mglBp,9,2,-30,1027.5474216878963,1049.2037241102853
54,mglBp,9,2,-29,1177.335712932382,1208.6249353751555
55,mglBp,9,2,-28,411.6536810760076,393.8356622052466
56,mglBp,9,2,-27,372.63049138261306,383.53696194252876
57,mglBp,9,2,-26,301.16377969486666,306.2084393473351
58,mglBp,9,2,-25,339.2640476095058,350.9623485694177
59,mglBp,9,2,-24,535.5539574050657,605.4731472393572
60,mglBp,9,2,-23,567.3389974672888,642.5657153235715
61,mglBp,9,2,-22,625.1911521957129,680.726249925016
62,mglBp,9,2,-21,1252.004597450122,1317.5874148875844
63,mglBp,9,2,-20,1219.0834506698197,1291.399352515517
64,mglBp,9,2,-19,1156.7775390875008,1199.16826805434
65,mglBp,9,2,-18,1273.9105045439826,1324.2343692485808
66,mglBp,9,2,-17,1150.932347113441,1177.9429259732856
67,mglBp,9,2,-16,375.3856089951192,394.437716816826
68,mglBp,9,2,-15,474.79571579258436,486.63222471644985
69,mglBp,9,2,-14,534.0550250111296,551.0633851410587
70,mglBp,9,2,-13,514.1353606391469,517.9548712060929
71,mglBp,9,2,-12,569.7552174877057,565.8770627725177
72,mglBp,9,2,-11,485.2230206901742,470.5890301403485
73,mglBp,9,2,-10,563.8988521309238,548.7529575065738
74,mglBp,9,2,-9,539.2358350891078,525.2950362399183
75,mglBp,9,2,-8,543.9858115973767,556.0929261362803
76,mglBp,9,2,-7,655.6943986653988,640.0752525787832
77,mglBp,9,2,-6,861.211736743772,859.524740612053
78,mglBp,9,2,-5,1358.9018451172606,1297.6334078408738
79,mglBp,9,2,-4,1450.2944059947768,1395.8002565714432
80,mglBp,9,2,-3,1393.488410523002,1328.2024530019637
81,mglBp,9,2,-2,1471.058786632137,1411.5964227029622
82,mglBp,9,2,-1,1850.2434193891943,1792.584661981068
83,mglBp,9,2,0,1794.5165778902804,1730.3332992587436
84,mglBp,9,2,1,1451.7308472384966,1394.1732621277538
85,mglBp,9,2,2,1502.6646782226705,1482.9619929856863
86,mglBp,9,2,3,1343.4555790671398,1299.9137074269306
87,mglBp,9,2,4,575.5137377942069,539.8351831767171
88,mglBp,9,2,5,399.3620426214999,319.29285574824524
89,mglBp,9,2,6,432.01604171425095,333.0572245838724
90,mglBp,9,2,7,568.889312173762,495.8949139090059
91,mglBp,9,2,8,551.0079636264502,490.2365920920943
92,mglBp,9,2,9,565.1218289574595,500.3212348899486
93,mglBp,9,2,10,519.5429648708405,468.10029899782916
94,mglBp,9,2,11,587.2886413776554,520.8052095129012
95,mglBp,9,2,12,302.0155295666083,301.7276660647746
96,mglBp,9,2,13,318.3302266006438,254.69503928188294
97,mglBp,9,2,14,342.3375572670642,321.40439482789094
98,mglBp,9,2,15,1129.789681695006,1149.8690167223356
99,mglBp,9,2,16,887.7875955649112,914.4467757465696
100,mglBp,9,2,17,1251.123789513815,1277.583739838281
101,mglBp,9,2,18,911.9208710971661,987.383068732158
102,mglBp,9,2,19,1219.2053356021443,1247.7079803293034
103,mglBp,9,2,20,321.1841634991921,346.28579301833963
104,mglBp,9,2,21,421.2487956584387,446.2982283857694
105,mglBp,9,2,22,410.0544096039999,437.26961075150734
106,mglBp,9,2,23,666.5912787950307,698.6319924093102
107,mglBp,9,2,24,549.2928826972235,630.0791836854628
108,mglBp,9,2,25,652.3397206113491,699.3346833976974
109,mglBp,9,2,26,568.4475586302575,642.9662380180774
110,mglBp,9,2,27,1185.8726832889458,1195.356852297178
111,mglBp,9,2,28,993.3804073236441,1042.7363494658873
112,mglBp,9,2,29,1111.3050706963293,1066.0121405405869
113,mglBp,9,2,30,1008.1905022062901,1040.4932311856667
114,mglBp,9,2,31,1098.5114081296344,1062.9147294259833
115,mglBp,9,2,32,435.5085659527336,399.9997591564647
116,mglBp,9,2,33,536.9482848107875,469.11285673605875
117,mglBp,9,2,34,596.7043174820794,553.0079155805015
118,mglBp,9,2,35,776.8278204390957,858.3926862463327
119,mglBp,9,2,36,727.7914941898324,805.1403996163606
120,mglBp,9,2,37,747.3552754358719,801.4927932188216
121,mglBp,9,2,38,698.6457462702703,760.077694866787
122,mglBp,9,2,39,669.4778024391551,715.199381378671
123,mglBp,9,2,40,397.5007788080824,343.08259061198936
124,mglBp,9,2,41,526.3775269403263,425.42189853588343
125,mglBp,9,2,42,7453.743611969192,2889.356402214149
126,mglBp,9,2,43,8105.987865004764,3161.5360818200284
127,mglBp,9,2,44,7442.613703544166,2898.2861674091714
128,mglBp,9,2,45,7626.863476416211,2969.626354641174
129,mglBp,9,2,46,7880.327938531317,3070.364763862975
130,mglBp,9,2,47,929.8908068130946,847.0700006565397
131,mglBp,9,2,48,786.3382088582764,619.531675269784
132,mglBp,9,2,49,509.55033462692603,543.5680377439667
133,mglBp,9,2,50,516.7254917092441,544.1833683523437
134,mglBp,9,2,51,363.79013186299966,356.58209428235665
135,mglBp,9,2,52,316.17869260126923,314.05518192506946
136,mglBp,9,2,53,378.74648006007305,371.3933110512889
137,mglBp,9,2,54,608.9204990210696,619.0317183860712
138,mglBp,9,2,55,640.9131545096444,650.493190612885
139,mglBp,9,2,56,609.9219742642091,618.9315681667481
140,mglBp,9,2,57,626.7026970328315,634.4912964112759
141,mglBp,9,2,58,627.425069146488,634.6301112607587
142,mglBp,9,2,59,578.3720853981183,543.9654666419596
143,mglBp,9,2,60,503.5159052744817,419.2506060292138
144,mglBp,9,2,61,495.81067575465636,412.04586154521155
145,mglBp,9,2,62,537.9629037478151,445.4414744081959
146,mglBp,9,2,63,610.8857422370008,548.6936312411352
147,mglBp,9,2,64,561.3453282976911,515.2982634674377
148,mglBp,9,2,65,591.5629974644547,542.809433090786
0,araBp,41,2,-83,50.69748626464223,48.475041795836106
1,araBp,41,2,-82,92.10729440852128,82.885837990562
2,araBp,41,2,-81,142.1457419650743,133.1259522828669
3,araBp,41,2,-80,269.1338721185829,240.21108166548012
4,araBp,41,2,-79,321.30074855504716,292.63919114024924
5,araBp,41,2,-78,396.2196992709411,420.85550418762125
6,araBp,41,2,-77,453.59623687577266,493.43007714581495
7,araBp,41,2,-76,463.88489226290244,523.6007558436081
8,araBp,41,2,-75,534.1283244218228,606.9010690938808
9,araBp,41,2,-74,491.0698063590584,574.708664595414
10,araBp,41,2,-73,569.2398957136876,578.3370068083923
11,araBp,41,2,-72,569.5777890892242,581.5526056595453
12,araBp,41,2,-71,782.3906984715243,769.8762295067543
13,araBp,41,2,-70,756.1989358680541,734.1827131774279
14,araBp,41,2,-69,805.040452156489,758.6489524993686
15,araBp,41,2,-68,1202.706879822471,941.41468531659
16,araBp,41,2,-67,1318.2325861960405,1015.5317085025032
17,araBp,41,2,-66,2259.413344982045,1004.4206141519028
18,araBp,41,2,-65,2414.9174894677185,1101.3276196577854
19,araBp,41,2,-64,2226.588413580405,1025.9241887555036
20,araBp,41,2,-63,2336.995475043074,858.0313477837628
21,araBp,41,2,-62,2265.994466981649,837.2178390381749
22,araBp,41,2,-61,891.6455833190956,819.3541987221041
23,araBp,41,2,-60,725.3151983519066,669.4363703856011
24,araBp,41,2,-59,799.659108535337,732.9374432530608
25,araBp,41,2,-58,1141.5295977535095,1176.75475455839
26,araBp,41,2,-57,1194.7120240285983,1233.8861534956457
27,araBp,41,2,-56,1022.043230174086,1079.8154641896149
28,araBp,41,2,-55,1195.3520700039496,1198.267648459174
29,araBp,41,2,-54,1132.682913838181,1139.9635860473934
30,araBp,41,2,-53,753.9898912275843,708.430154106445
31,araBp,41,2,-52,579.7347061249512,570.6536157526715
32,araBp,41,2,-51,869.416087485312,818.940945581572
33,araBp,41,2,-50,702.3581875890627,670.5730584014291
34,araBp,41,2,-49,861.2899019011047,830.2314685189888
35,araBp,41,2,-48,763.5931637388485,770.7585666401411
36,araBp,41,2,-47,915.343629145939,924.7936348645811
37,araBp,41,2,-46,949.6351617035457,948.1118936278344
38,araBp,41,2,-45,1005.9103889524579,1042.3367739007722
39,araBp,41,2,-44,867.3459432118033,891.2507903951138
40,araBp,41,2,-43,949.0956249379059,937.8720933243603
41,araBp,41,2,-42,872.1113075448224,859.0601180711112
42,araBp,41,2,-41,394.95427112674616,597.4079311895418
43,araBp,41,2,-40,289.86545217449725,414.2112078394489
44,araBp,41,2,-39,326.22352905817644,391.79753949767246
45,araBp,41,2,-38,677.553879551393,615.939057527837
46,araBp,41,2,-37,704.4836546188659,638.9152391002145
47,araBp,41,2,-36,714.4933897990866,654.8111850574318
48,araBp,41,2,-35,695.0333228822154,642.1535478473805
49,araBp,41,2,-34,752.5680101299785,696.4375685587478
50,araBp,41,2,-33,343.2533179315975,369.5802796771947
51,araBp,41,2,-32,349.76850405636435,378.4660094707709
52,araBp,41,2,-31,781.806684745232,751.4067158522123
53,araBp,41,2,-30,885.6460959496059,835.8220124844584
54,araBp,41,2,-29,820.7337638342867,768.3225355187727
55,araBp,41,2,-28,883.9941721446897,828.7450926868123
56,araBp,41,2,-27,806.3877935795165,752.5303478265677
57,araBp,41,2,-26,616.5791679558382,576.7703294337629
58,araBp,41,2,-25,244.90031233489583,256.21019455504654
59,araBp,41,2,-24,237.99476121445366,236.8460803432539
60,araBp,41,2,-23,328.81627269705,321.7344646826176
61,araBp,41,2,-22,340.24389203906844,333.7587834762038
62,araBp,41,2,-21,324.08844929030994,319.05240872385866
63,araBp,41,2,-20,305.4710065381222,298.7995761922186
64,araBp,41,2,-19,469.55502785139254,484.52118240373795
65,araBp,41,2,-18,432.1773480305446,431.6805284260534
66,araBp,41,2,-17,459.16210577481326,456.9248996973886
67,araBp,41,2,-16,614.635831330871,548.5979769974967
68,araBp,41,2,-15,646.1990862431956,569.556898750961
69,araBp,41,2,-14,529.2407722648999,437.1044590843233
70,araBp,41,2,-13,533.9677758325279,472.24343833760514
71,araBp,41,2,-12,649.1691189002377,584.7627413694831
72,araBp,41,2,-11,613.5313446875766,570.5081482037142
73,araBp,41,2,-10,590.8858503484903,561.282578047661
74,araBp,41,2,-9,618.927305596227,585.4285776312985
75,araBp,41,2,-8,720.1054609695748,703.321907162484
76,araBp,41,2,-7,653.5712551499156,645.790993513402
77,araBp,41,2,-6,643.1931355858039,632.3435770204732
78,araBp,41,2,-5,670.7737968151885,666.5057798137356
79,araBp,41,2,-4,675.3497174183431,673.8169266536676
80,araBp,41,2,-3,628.4048900079514,607.8286906121778
81,araBp,41,2,-2,551.821508673717,536.8031277152858
82,araBp,41,2,-1,589.8910905537664,575.0608903858562
83,araBp,41,2,0,505.59947172092257,506.50003333415884
84,araBp,41,2,1,548.0902261187047,542.8602116679431
85,araBp,41,2,2,251.6724555986118,250.85019315443728
86,araBp,41,2,3,287.1068197884253,291.63898657435857
87,araBp,41,2,4,305.28725792797445,310.22742651766373
88,araBp,41,2,5,966.3198194911461,973.7029143801595
89,araBp,41,2,6,1064.4000845092835,1052.2865954644565
90,araBp,41,2,7,955.4738780447873,950.888589292795
91,araBp,41,2,8,1089.7116657492263,1075.4529371704357
92,araBp,41,2,9,996.5270114882011,987.3139877727491
93,araBp,41,2,10,514.7680802306787,553.6224569545586
94,araBp,41,2,11,286.2079812238943,331.68379150897533
95,araBp,41,2,12,336.6950150328055,379.7027095559628
96,araBp,41,2,13,306.62915459435897,324.87015426531576
97,araBp,41,2,14,333.5079269945436,349.550822270641
98,araBp,41,2,15,273.6843445224976,290.34246282688196
99,araBp,41,2,16,301.4804505146459,322.26925895633224
100,araBp,41,2,17,362.17069127019215,404.85887849196195
101,araBp,41,2,18,371.1648819131689,420.9440531586589
102,araBp,41,2,19,385.77820098809013,440.87829377177997
103,araBp,41,2,20,367.44283098331715,410.6263088472062
104,araBp,41,2,21,609.432895839881,690.1548873872707
105,araBp,41,2,22,517.089383000137,565.9166520820179
106,araBp,41,2,23,578.1357202154344,625.5602192541711
107,araBp,41,2,24,503.16010814658364,546.12134769504
108,araBp,41,2,25,602.1150774986937,658.371961478615
109,araBp,41,2,26,533.6911264080825,530.319216878586
110,araBp,41,2,27,588.0333757071259,581.1178044482962
111,araBp,41,2,28,497.5054274555521,487.33344546784537
112,araBp,41,2,29,563.3609732046991,552.752851043089
113,araBp,41,2,30,511.97006887217043,497.605733288271
114,araBp,41,2,31,248.46638260516588,254.0682574375889
115,araBp,41,2,32,233.6531650807549,237.64264682576552
116,araBp,41,2,33,216.89172882386305,223.308526618916
117,araBp,41,2,34,333.4630684812095,347.88805144236255
118,araBp,41,2,35,324.63387496276096,357.7163588330323
119,araBp,41,2,36,297.01291096932886,317.85620389160863
120,araBp,41,2,37,309.32569859967975,337.4643954536295
121,araBp,41,2,38,280.1327735671875,302.0483423402348
122,araBp,41,2,39,259.10386244191693,273.1722309734482
123,araBp,41,2,40,435.96232800116604,433.67536157503423
124,araBp,41,2,41,971.6202041151971,939.417960226758
125,araBp,41,2,42,877.715901310737,844.8723755260613
126,araBp,41,2,43,997.4397639209835,966.4958266623528
127,araBp,41,2,44,878.463434947601,850.3819723276212
128,araBp,41,2,45,1039.512409795013,999.0932741373222
129,araBp,41,2,46,455.5840264820649,494.89237043214007
130,araBp,41,2,47,555.1775475916404,599.5555947190012
131,araBp,41,2,48,502.4175819173336,531.8940446621781
132,araBp,41,2,49,632.7890781981095,690.0679571391522
133,araBp,41,2,50,642.4255716587693,705.9982738638604
134,araBp,41,2,51,543.1930967596675,566.4560602260912
135,araBp,41,2,52,577.3266104172916,611.7558576211125
136,araBp,41,2,53,624.0677558748996,654.6807435973185
137,araBp,41,2,54,667.4600190765947,667.577675315655
138,araBp,41,2,55,572.4267871929932,571.8798661478214
139,araBp,41,2,56,617.8414675981577,624.9681122317074
140,araBp,41,2,57,591.3664260548887,598.1876877987611
141,araBp,41,2,58,252.1149905615477,248.7232969333409
142,araBp,41,2,59,241.01566961537304,233.95957513373563
143,araBp,41,2,60,216.7934949954503,210.32941787027593
144,araBp,41,2,61,251.12315422103643,239.88074875106847
145,araBp,41,2,62,246.51875945897908,235.4824858091508
146,araBp,41,2,63,208.95321795735424,195.77498280131545
147,araBp,41,2,64,199.33861000224886,187.29318929535654
148,araBp,41,2,65,217.8552293569871,204.69090614448032
0,araBp,9,2,-83,50.69748626464223,48.475041795836106
1,araBp,9,2,-82,92.10729440852128,82.885837990562
2,araBp,9,2,-81,142.1457419650743,133.1259522828669
3,araBp,9,2,-80,269.1338721185829,240.21108166548012
4,araBp,9,2,-79,321.30074855504716,292.63919114024924
5,araBp,9,2,-78,396.2196992709411,420.85550418762125
6,araBp,9,2,-77,453.59623687577266,493.43007714581495
7,araBp,9,2,-76,463.88489226290244,523.6007558436081
8,araBp,9,2,-75,534.1283244218228,606.9010690938808
9,araBp,9,2,-74,491.0698063590584,574.708664595414
10,araBp,9,2,-73,569.2398957136876,578.3370068083923
11,araBp,9,2,-72,569.5777890892242,581.5526056595453
12,araBp,9,2,-71,782.3906984715243,769.8762295067543
13,araBp,9,2,-70,756.1989358680541,734.1827131774279
14,araBp,9,2,-69,805.040452156489,758.6489524993686
15,araBp,9,2,-68,1202.706879822471,941.41468531659
16,araBp,9,2,-67,1318.2325861960405,1015.5317085025032
17,araBp,9,2,-66,2259.413344982045,1004.4206141519028
18,araBp,9,2,-65,2414.9174894677185,1101.3276196577854
19,araBp,9,2,-64,2226.588413580405,1025.9241887555036
20,araBp,9,2,-63,2336.995475043074,858.0313477837628
21,araBp,9,2,-62,2265.994466981649,837.2178390381749
22,araBp,9,2,-61,891.6455833190956,819.3541987221041
23,araBp,9,2,-60,725.3151983519066,669.4363703856011
24,araBp,9,2,-59,799.659108535337,732.9374432530608
25,araBp,9,2,-58,1141.5295977535095,1176.75475455839
26,araBp,9,2,-57,1194.7120240285983,1233.8861534956457
27,araBp,9,2,-56,1022.043230174086,1079.8154641896149
28,araBp,9,2,-55,1195.3520700039496,1198.267648459174
29,araBp,9,2,-54,1132.682913838181,1139.9635860473934
30,araBp,9,2,-53,753.9898912275843,708.430154106445
31,araBp,9,2,-52,579.7347061249512,570.6536157526715
32,araBp,9,2,-51,869.416087485312,818.940945581572
33,araBp,9,2,-50,702.3581875890627,670.5730584014291
34,araBp,9,2,-49,861.2899019011047,830.2314685189888
